game,rank,country,earning,players
QuakeWorld,10.,France,$45.36,1 Player
QuakeWorld,11.,Russian Federation,$37.00,1 Player
Rage,1.,United States,"$5,000.00",3 Players
Rainbow Six Siege,1.,Brazil,"$9,113,168.33",278 Players
Rainbow Six Siege,2.,United States,"$7,312,266.79",369 Players
Rainbow Six Siege,3.,France,"$3,541,617.09",192 Players
Rainbow Six Siege,4.,Saudi Arabia,"$2,179,738.76",99 Players
Rainbow Six Siege,5.,Japan,"$1,986,183.98",198 Players
Rainbow Six Siege,6.,Russian Federation,"$1,733,180.37",73 Players
Rainbow Six Siege,7.,United Kingdom,"$1,465,496.22",150 Players
Rainbow Six Siege,8.,"Korea, Republic of","$1,432,303.82",159 Players
Rainbow Six Siege,9.,Australia,"$1,291,383.27",149 Players
Rainbow Six Siege,10.,Canada,"$1,171,189.30",129 Players
Rainbow Six Siege,11.,Finland,"$1,118,290.15",73 Players
Rainbow Six Siege,12.,Germany,"$809,130.16",136 Players
Rainbow Six Siege,13.,Sweden,"$657,955.76",32 Players
Rainbow Six Siege,14.,Mexico,"$636,496.90",54 Players
Rainbow Six Siege,15.,Denmark,"$628,701.38",17 Players
Rainbow Six Siege,16.,Thailand,"$610,910.83",58 Players
Rainbow Six Siege,17.,Spain,"$439,284.52",87 Players
Rainbow Six Siege,18.,Singapore,"$320,072.75",34 Players
Rainbow Six Siege,19.,"Taiwan, Republic of China","$219,483.33",37 Players
Rainbow Six Siege,20.,Jordan,"$206,719.51",5 Players
Rainbow Six Siege,21.,Estonia,"$170,964.23",2 Players
Rainbow Six Siege,22.,Switzerland,"$163,869.36",23 Players
Rainbow Six Siege,23.,Belgium,"$161,058.24",31 Players
Rainbow Six Siege,24.,Kuwait,"$157,265.90",8 Players
Rainbow Six Siege,25.,Netherlands,"$142,297.28",76 Players
Rainbow Six Siege,26.,Poland,"$137,820.60",67 Players
Rainbow Six Siege,27.,Argentina,"$135,930.59",39 Players
Rainbow Six Siege,28.,Italy,"$133,473.85",36 Players
Rainbow Six Siege,29.,Indonesia,"$122,462.25",35 Players
Rainbow Six Siege,30.,Croatia,"$102,378.30",7 Players
Rainbow Six Siege,31.,Turkey,"$84,860.51",22 Players
Rainbow Six Siege,32.,India,"$70,848.58",34 Players
Rainbow Six Siege,33.,Hungary,"$69,114.15",16 Players
Rainbow Six Siege,34.,China,"$67,429.78",9 Players
Rainbow Six Siege,35.,New Zealand,"$57,533.15",11 Players
Rainbow Six Siege,36.,Lebanon,"$53,697.70",2 Players
Rainbow Six Siege,37.,Iraq,"$42,616.10",7 Players
Rainbow Six Siege,38.,Chile,"$38,592.96",14 Players
Rainbow Six Siege,39.,Bangladesh,"$36,245.21",10 Players
Rainbow Six Siege,40.,Pakistan,"$28,419.20",15 Players
Rainbow Six Siege,41.,Egypt,"$25,081.02",11 Players
Rainbow Six Siege,42.,Bulgaria,"$16,686.47",1 Player
Rainbow Six Siege,43.,Austria,"$15,953.27",25 Players
Rainbow Six Siege,44.,Portugal,"$13,276.14",7 Players
Rainbow Six Siege,45.,Czech Republic,"$11,010.20",8 Players
Rainbow Six Siege,46.,Sri Lanka,"$10,547.62",6 Players
Rainbow Six Siege,47.,Malaysia,"$9,355.06",9 Players
Rainbow Six Siege,48.,Luxembourg,"$6,694.65",1 Player
Rainbow Six Siege,49.,Uruguay,"$6,416.67",5 Players
Rainbow Six Siege,50.,Cuba,"$5,653.33",1 Player
Rainbow Six Siege,51.,Slovakia,"$4,805.39",2 Players
Rainbow Six Siege,52.,Ireland,"$4,796.57",4 Players
Rainbow Six Siege,53.,Norway,"$4,373.10",7 Players
Rainbow Six Siege,54.,Paraguay,"$4,159.62",1 Player
Rainbow Six Siege,55.,Puerto Rico,"$4,050.00",3 Players
Rainbow Six Siege,56.,Venezuela,"$3,962.16",2 Players
Rainbow Six Siege,57.,Hong Kong,"$3,780.00",8 Players
Rainbow Six Siege,58.,Belarus,"$3,339.20",1 Player
Rainbow Six Siege,59.,Viet Nam,"$2,770.00",2 Players
Rainbow Six Siege,60.,Latvia,"$2,311.01",2 Players
Rainbow Six Siege,61.,Greece,"$2,052.06",5 Players
Rainbow Six Siege,62.,American Samoa,"$1,750.00",1 Player
Rainbow Six Siege,63.,Costa Rica,"$1,413.48",1 Player
Rainbow Six Siege,64.,Slovenia,"$1,190.96",1 Player
Rainbow Six Siege,65.,Kazakhstan,$845.97,1 Player
Rainbow Six Siege,66.,Ukraine,$770.50,4 Players
Rainbow Six Siege,67.,Macao,$770.00,2 Players
Rainbow Six Siege,68.,Morocco,$700.00,1 Player
Rainbow Six Siege,69.,Peru,$600.00,1 Player
Rainbow Six Siege,70.,South Africa,$491.67,1 Player
Rainbow Six Siege,71.,Tunisia,$452.32,1 Player
Rainbow Six Siege,72.,Serbia,$35.45,1 Player
Rainbow Six Vegas,1.,United States,"$53,737.32",81 Players
Rainbow Six Vegas,2.,Canada,"$5,263.44",25 Players
Realm Royale,1.,United States,"$208,250.00",35 Players
Realm Royale,2.,Sweden,"$16,250.00",3 Players
Realm Royale,3.,Canada,"$13,625.00",4 Players
Realm Royale,4.,Russian Federation,"$11,875.00",3 Players
Realm Royale,5.,Switzerland,"$7,125.00",1 Player
Realm Royale,6.,Italy,"$3,125.00",1 Player
Realm Royale,7.,France,"$1,250.00",2 Players
Realm Royale,8.,Denmark,$625.00,1 Player
Realm Royale,9.,Netherlands,$625.00,1 Player
Realm Royale,10.,Finland,$250.00,1 Player
Reflex,1.,Netherlands,$932.74,2 Players
Reflex,2.,United States,$640.83,8 Players
Reflex,3.,Bulgaria,$227.00,1 Player
Reflex,4.,Germany,$148.23,1 Player
Reflex,5.,Russian Federation,$146.14,7 Players
Reflex,6.,France,$115.12,1 Player
Reflex,7.,Estonia,$52.88,1 Player
Reflex,8.,Finland,$45.43,2 Players
Reflex,9.,Poland,$37.00,1 Player
Resistance 2,1.,United States,"$31,800.00",194 Players
Return to Castle Wolfenstein,1.,Sweden,"$34,499.96",10 Players
Return to Castle Wolfenstein,2.,United States,"$26,833.32",19 Players
Return to Castle Wolfenstein,3.,Canada,"$16,666.68",4 Players
Return to Castle Wolfenstein,4.,United Kingdom,"$8,000.00",7 Players
Return to Castle Wolfenstein,5.,Netherlands,"$6,000.00",3 Players
Return to Castle Wolfenstein,6.,Germany,"$4,999.98",6 Players
Return to Castle Wolfenstein,7.,Finland,"$2,000.00",1 Player
S.K.I.L.L. - Special Force 2,1.,Germany,"$25,836.34",15 Players
S.K.I.L.L. - Special Force 2,2.,Sweden,"$16,281.86",7 Players
S.K.I.L.L. - Special Force 2,3.,Thailand,"$13,500.00",10 Players
S.K.I.L.L. - Special Force 2,4.,Belgium,"$12,726.96",2 Players
S.K.I.L.L. - Special Force 2,5.,Netherlands,"$8,385.35",11 Players
S.K.I.L.L. - Special Force 2,6.,Japan,"$7,974.00",17 Players
S.K.I.L.L. - Special Force 2,7.,Croatia,"$7,692.25",1 Player
S.K.I.L.L. - Special Force 2,8.,Slovakia,"$4,068.01",1 Player
S.K.I.L.L. - Special Force 2,9.,Portugal,"$2,786.78",3 Players
S.K.I.L.L. - Special Force 2,10.,France,"$1,983.21",3 Players
S.K.I.L.L. - Special Force 2,11.,Italy,"$1,740.40",5 Players
S.K.I.L.L. - Special Force 2,12.,"Korea, Republic of","$1,500.00",5 Players
S.K.I.L.L. - Special Force 2,13.,Spain,"$1,235.80",5 Players
S.K.I.L.L. - Special Force 2,14.,Russian Federation,$932.97,2 Players
S.K.I.L.L. - Special Force 2,15.,Poland,$622.93,2 Players
S.K.I.L.L. - Special Force 2,16.,Norway,$622.75,2 Players
S.K.I.L.L. - Special Force 2,17.,Israel,$314.64,2 Players
S.K.I.L.L. - Special Force 2,18.,Egypt,$258.59,1 Player
S.K.I.L.L. - Special Force 2,19.,Bulgaria,$247.16,1 Player
S.K.I.L.L. - Special Force 2,20.,United Kingdom,$11.43,1 Player
S.K.I.L.L. - Special Force 2,21.,Austria,$11.21,1 Player
ShootMania Storm,1.,France,"$104,686.77",42 Players
ShootMania Storm,2.,United States,"$39,166.73",25 Players
ShootMania Storm,3.,Sweden,"$27,971.55",10 Players
ShootMania Storm,4.,Netherlands,"$27,782.25",3 Players
ShootMania Storm,5.,Italy,"$17,000.00",1 Player
ShootMania Storm,6.,Canada,"$9,166.68",4 Players
ShootMania Storm,7.,Switzerland,"$4,000.00",1 Player
ShootMania Storm,8.,Germany,"$2,797.32",12 Players
ShootMania Storm,9.,United Kingdom,"$1,948.92",1 Player
ShootMania Storm,10.,Norway,"$1,116.91",3 Players
ShootMania Storm,11.,Portugal,"$1,041.60",4 Players
ShootMania Storm,12.,Poland,$932.65,1 Player
ShootMania Storm,13.,Russian Federation,$145.44,1 Player
Snapshot VR,1.,United States,$880.00,14 Players
Snapshot VR,2.,Japan,$120.00,1 Player
Space Junkies,1.,United States,"$21,170.00",17 Players
Space Junkies,2.,United Kingdom,"$4,180.00",4 Players
Space Junkies,3.,Germany,"$2,030.00",1 Player
Space Junkies,4.,Singapore,"$1,900.00",1 Player
Space Junkies,5.,France,$790.00,7 Players
Space Junkies,6.,Netherlands,$200.00,1 Player
Space Junkies,7.,Spain,$100.00,1 Player
Space Junkies,8.,Finland,$50.00,1 Player
Splatoon,1.,Japan,$180.00,2 Players
Splatoon,2.,United States,$36.00,1 Player
Splatoon 2,1.,United States,"$1,270.00",13 Players
Team Fortress 2,1.,United States,"$351,924.74",747 Players
Team Fortress 2,2.,United Kingdom,"$77,293.02",121 Players
Team Fortress 2,3.,Canada,"$66,445.52",104 Players
Team Fortress 2,4.,Finland,"$43,051.59",61 Players
Team Fortress 2,5.,Sweden,"$29,260.79",37 Players
Team Fortress 2,6.,France,"$25,064.64",65 Players
Team Fortress 2,7.,Germany,"$17,772.79",41 Players
Team Fortress 2,8.,Denmark,"$10,638.18",10 Players
Team Fortress 2,9.,Australia,"$8,538.09",47 Players
Team Fortress 2,10.,Netherlands,"$7,897.66",14 Players
Team Fortress 2,11.,Belgium,"$5,939.07",13 Players
Team Fortress 2,12.,Russian Federation,"$4,548.03",37 Players
Team Fortress 2,13.,Spain,"$3,708.58",5 Players
Team Fortress 2,14.,Portugal,"$3,497.92",5 Players
Team Fortress 2,15.,Iceland,"$2,556.00",2 Players
Team Fortress 2,16.,Latvia,"$2,515.04",5 Players
Team Fortress 2,17.,Lithuania,"$2,103.43",6 Players
Team Fortress 2,18.,Ireland,"$1,982.15",9 Players
Team Fortress 2,19.,Slovakia,"$1,885.79",3 Players
Team Fortress 2,20.,Poland,"$1,884.80",7 Players
Team Fortress 2,21.,Austria,"$1,057.24",2 Players
Team Fortress 2,22.,Italy,$795.30,2 Players
Team Fortress 2,23.,Czech Republic,$563.73,2 Players
Team Fortress 2,24.,Norway,$416.86,3 Players
Team Fortress 2,25.,Ukraine,$408.48,6 Players
Team Fortress 2,26.,Israel,$313.53,3 Players
Team Fortress 2,27.,Belarus,$187.06,1 Player
Team Fortress 2,28.,Luxembourg,$167.87,1 Player
Team Fortress 2,29.,Hungary,$139.29,2 Players
Team Fortress 2,30.,Mexico,$116.66,3 Players
Team Fortress 2,31.,Romania,$107.03,1 Player
Team Fortress 2,32.,Switzerland,$98.69,1 Player
Team Fortress 2,33.,Panama,$47.50,1 Player
Team Fortress 2,34.,Brazil,$41.67,1 Player
Team Fortress 2,35.,Bulgaria,$33.83,1 Player
Team Fortress 2,36.,Argentina,$10.00,1 Player
Tower Tag,1.,United States,"$1,276.80",8 Players
Tower Tag,2.,United Kingdom,"$1,110.36",2 Players
Tower Tag,3.,Germany,"$1,043.16",8 Players
Tower Tag,4.,Netherlands,$941.21,1 Player
Tower Tag,5.,Israel,$364.06,2 Players
Tower Tag,6.,Canada,$317.70,3 Players
Tower Tag,7.,Czech Republic,$117.17,1 Player
Uncharted 4 A Thief's End,1.,Canada,"$38,210.80",5 Players
Unreal Tournament,1.,Germany,"$40,000.00",1 Player
Unreal Tournament,2.,Netherlands,"$10,250.00",2 Players
Unreal Tournament,3.,United Kingdom,"$10,000.00",1 Player
Unreal Tournament,4.,United States,"$10,000.00",1 Player
Unreal Tournament,5.,"Korea, Republic of","$5,000.00",1 Player
Unreal Tournament,6.,New Zealand,"$5,000.00",1 Player
Unreal Tournament,7.,France,"$3,750.00",3 Players
Unreal Tournament,8.,Italy,"$3,000.00",2 Players
Unreal Tournament,9.,Austria,"$1,000.00",1 Player
Unreal Tournament,10.,Portugal,"$1,000.00",1 Player
Unreal Tournament (2016),1.,United Kingdom,$976.55,9 Players
Unreal Tournament (2016),2.,United States,$831.02,14 Players
Unreal Tournament (2016),3.,Germany,$804.41,16 Players
Unreal Tournament (2016),4.,Sweden,$746.34,11 Players
Unreal Tournament (2016),5.,France,$337.40,2 Players
Unreal Tournament (2016),6.,Estonia,$237.40,1 Player
Unreal Tournament (2016),7.,Poland,$204.47,8 Players
Unreal Tournament (2016),8.,Italy,$152.50,4 Players
Unreal Tournament (2016),9.,Argentina,$122.83,1 Player
Unreal Tournament (2016),10.,Portugal,$109.65,1 Player
Unreal Tournament (2016),11.,Netherlands,$104.59,4 Players
Unreal Tournament (2016),12.,Russian Federation,$94.90,5 Players
Unreal Tournament (2016),13.,Canada,$92.19,3 Players
Unreal Tournament (2016),14.,Finland,$80.77,1 Player
Unreal Tournament (2016),15.,Belarus,$66.17,4 Players
Unreal Tournament (2016),16.,Albania,$64.16,1 Player
Unreal Tournament (2016),17.,Switzerland,$31.78,2 Players
Unreal Tournament (2016),18.,Greece,$27.93,1 Player
Unreal Tournament 2003,1.,United States,"$39,000.00",15 Players
Unreal Tournament 2003,2.,Italy,"$21,605.00",1 Player
Unreal Tournament 2003,3.,Netherlands,"$21,410.00",3 Players
Unreal Tournament 2003,4.,Germany,"$12,600.00",7 Players
Unreal Tournament 2003,5.,Spain,"$11,457.36",5 Players
Unreal Tournament 2003,6.,Sweden,"$5,500.00",1 Player
Unreal Tournament 2003,7.,Australia,"$5,000.00",1 Player
Unreal Tournament 2003,8.,France,"$2,002.50",2 Players
Unreal Tournament 2003,9.,Canada,$500.00,1 Player
Unreal Tournament 2004,1.,Germany,"$53,028.20",18 Players
Unreal Tournament 2004,2.,Netherlands,"$47,571.90",9 Players
Unreal Tournament 2004,3.,Austria,"$10,229.54",7 Players
Unreal Tournament 2004,4.,Russian Federation,"$9,741.81",14 Players
Unreal Tournament 2004,5.,Italy,"$8,735.23",2 Players
Unreal Tournament 2004,6.,France,"$6,000.00",1 Player
Unreal Tournament 2004,7.,Ukraine,"$5,000.00",1 Player
Unreal Tournament 2004,8.,United States,"$2,500.00",4 Players
Unreal Tournament 2004,9.,Sweden,$482.40,1 Player
Unreal Tournament 2004,10.,United Kingdom,$390.52,5 Players
Unreal Tournament 3,1.,Portugal,"$42,520.51",1 Player
Unreal Tournament 3,2.,France,$992.32,1 Player
Unreal Tournament 3,3.,United Kingdom,$496.16,1 Player
Unreal Tournament 3,4.,United States,$165.00,4 Players
VAIL VR,1.,United States,"$30,840.00",27 Players
VAIL VR,2.,United Kingdom,"$4,080.00",1 Player
VAIL VR,3.,Sweden,"$1,000.00",1 Player
VAIL VR,4.,Canada,$80.00,1 Player
VALORANT,1.,United States,"$3,638,843.00",966 Players
VALORANT,2.,Brazil,"$1,617,888.72",303 Players
VALORANT,3.,"Korea, Republic of","$1,552,773.93",231 Players
VALORANT,4.,Russian Federation,"$1,343,876.84",204 Players
VALORANT,5.,Canada,"$1,122,804.25",187 Players
VALORANT,6.,Turkey,"$1,073,202.65",245 Players
VALORANT,7.,United Kingdom,"$741,682.58",128 Players
VALORANT,8.,Thailand,"$631,465.63",199 Players
VALORANT,9.,Sweden,"$580,113.26",82 Players
VALORANT,10.,Japan,"$562,077.41",161 Players
VALORANT,11.,Indonesia,"$561,376.93",187 Players
VALORANT,12.,Chile,"$559,182.76",76 Players
VALORANT,13.,Finland,"$489,123.16",46 Players
VALORANT,14.,Poland,"$460,563.99",209 Players
VALORANT,15.,France,"$438,507.03",179 Players
VALORANT,16.,Philippines,"$425,152.08",234 Players
VALORANT,17.,Singapore,"$400,229.92",110 Players
VALORANT,18.,India,"$379,163.04",147 Players
VALORANT,19.,Argentina,"$355,145.84",46 Players
VALORANT,20.,Spain,"$349,117.34",161 Players
VALORANT,21.,Viet Nam,"$292,150.95",217 Players
VALORANT,22.,Germany,"$242,567.68",201 Players
VALORANT,23.,Denmark,"$199,310.99",44 Players
VALORANT,24.,Belgium,"$196,694.56",22 Players
VALORANT,25.,Lithuania,"$180,789.38",23 Players
VALORANT,26.,Australia,"$179,323.56",107 Players
VALORANT,27.,Malaysia,"$163,658.33",99 Players
VALORANT,28.,Colombia,"$157,014.39",40 Players
VALORANT,29.,Saudi Arabia,"$155,211.07",74 Players
VALORANT,30.,China,"$153,541.46",98 Players
VALORANT,31.,Latvia,"$146,626.02",10 Players
VALORANT,32.,"Taiwan, Republic of China","$141,824.36",134 Players
VALORANT,33.,Egypt,"$139,526.87",47 Players
VALORANT,34.,Ukraine,"$122,767.45",20 Players
VALORANT,35.,Czech Republic,"$122,637.09",66 Players
VALORANT,36.,Portugal,"$111,331.85",88 Players
VALORANT,37.,Belarus,"$67,157.08",15 Players
VALORANT,38.,Netherlands,"$64,673.99",20 Players
VALORANT,39.,Cambodia,"$60,906.67",6 Players
VALORANT,40.,Morocco,"$53,063.35",45 Players
VALORANT,41.,Hong Kong,"$53,003.27",57 Players
VALORANT,42.,Croatia,"$49,859.62",19 Players
VALORANT,43.,Hungary,"$49,357.10",43 Players
VALORANT,44.,Bahrain,"$44,739.97",4 Players
VALORANT,45.,Mexico,"$44,703.77",49 Players
VALORANT,46.,United Arab Emirates,"$42,534.34",24 Players
VALORANT,47.,Norway,"$38,694.08",23 Players
VALORANT,48.,Pakistan,"$37,719.45",28 Players
VALORANT,49.,Jordan,"$37,698.55",14 Players
VALORANT,50.,Kazakhstan,"$30,349.52",6 Players
VALORANT,51.,Serbia,"$29,164.12",36 Players
VALORANT,52.,Lebanon,"$26,353.32",9 Players
VALORANT,53.,Italy,"$25,197.60",35 Players
VALORANT,54.,Dominican Republic,"$21,138.87",10 Players
VALORANT,55.,Tunisia,"$20,868.75",17 Players
VALORANT,56.,Kuwait,"$20,550.00",25 Players
VALORANT,57.,New Zealand,"$17,625.43",11 Players
VALORANT,58.,Israel,"$17,181.32",14 Players
VALORANT,59.,Algeria,"$16,900.76",22 Players
VALORANT,60.,Mongolia,"$16,489.89",30 Players
VALORANT,61.,Greece,"$13,502.85",20 Players
VALORANT,62.,Austria,"$12,419.18",19 Players
VALORANT,63.,Guatemala,"$12,226.70",8 Players
VALORANT,64.,Costa Rica,"$11,726.61",3 Players
VALORANT,65.,Qatar,"$9,524.33",3 Players
VALORANT,66.,Bulgaria,"$9,042.26",8 Players
VALORANT,67.,Syrian Arab Republic,"$8,645.43",6 Players
VALORANT,68.,Switzerland,"$7,718.93",12 Players
VALORANT,69.,Ireland,"$7,443.02",6 Players
VALORANT,70.,Estonia,"$7,163.42",12 Players
VALORANT,71.,Puerto Rico,"$7,017.42",3 Players
VALORANT,72.,Romania,"$6,900.56",15 Players
VALORANT,73.,"Iran, Islamic Republic of","$6,734.82",4 Players
VALORANT,74.,Lao People's Democratic Republic,"$5,594.92",7 Players
VALORANT,75.,Slovenia,"$5,373.45",15 Players
VALORANT,76.,Venezuela,"$5,103.96",7 Players
VALORANT,77.,Brunei Darussalam,"$4,910.17",27 Players
VALORANT,78.,Iceland,"$4,799.00",12 Players
VALORANT,79.,North Macedonia,"$4,750.84",11 Players
VALORANT,80.,Sri Lanka,"$4,366.20",1 Player
VALORANT,81.,South Africa,"$3,668.61",22 Players
VALORANT,82.,"Palestine, State of","$3,054.00",1 Player
VALORANT,83.,Slovakia,"$2,362.90",11 Players
VALORANT,84.,Bosnia and Herzegovina,"$2,155.14",8 Players
VALORANT,85.,Cuba,"$1,900.00",3 Players
VALORANT,86.,Albania,"$1,872.77",7 Players
VALORANT,87.,"Kosovo, Republic of","$1,404.00",12 Players
VALORANT,88.,Iraq,"$1,196.00",8 Players
VALORANT,89.,Azerbaijan,"$1,000.00",1 Player
VALORANT,90.,Ecuador,$950.07,6 Players
VALORANT,91.,Bangladesh,$660.27,2 Players
VALORANT,92.,Panama,$550.00,3 Players
VALORANT,93.,Macao,$463.54,3 Players
VALORANT,94.,Honduras,$400.00,2 Players
VALORANT,95.,"Moldova, Republic of",$353.26,3 Players
VALORANT,96.,Luxembourg,$294.97,1 Player
VALORANT,97.,Botswana,$233.33,1 Player
VALORANT,98.,Mozambique,$206.00,1 Player
Warface,1.,Russian Federation,"$89,448.60",29 Players
Warface,2.,Belarus,"$6,349.40",1 Player
Warface,3.,Ukraine,"$4,232.60",1 Player
Warface,4.,"Moldova, Republic of","$1,587.40",1 Player
Warsow,1.,Sweden,$183.00,2 Players
Wolfenstein Enemy Territory,1.,Estonia,"$49,392.32",14 Players
Wolfenstein Enemy Territory,2.,Germany,"$17,786.44",19 Players
Wolfenstein Enemy Territory,3.,United States,"$15,000.02",7 Players
Wolfenstein Enemy Territory,4.,Netherlands,"$9,232.51",23 Players
Wolfenstein Enemy Territory,5.,Finland,"$8,159.73",22 Players
Wolfenstein Enemy Territory,6.,Sweden,"$6,924.13",8 Players
Wolfenstein Enemy Territory,7.,Slovenia,"$6,084.68",1 Player
Wolfenstein Enemy Territory,8.,Belgium,"$5,701.39",12 Players
Wolfenstein Enemy Territory,9.,Austria,"$4,875.49",3 Players
Wolfenstein Enemy Territory,10.,Poland,"$3,886.76",13 Players
Wolfenstein Enemy Territory,11.,United Kingdom,"$2,507.31",9 Players
Wolfenstein Enemy Territory,12.,Spain,"$2,489.65",2 Players
Wolfenstein Enemy Territory,13.,Latvia,"$2,322.35",1 Player
Wolfenstein Enemy Territory,14.,Switzerland,"$2,301.39",4 Players
Wolfenstein Enemy Territory,15.,Italy,"$1,870.09",1 Player
Wolfenstein Enemy Territory,16.,Croatia,$788.63,3 Players
Wolfenstein Enemy Territory,17.,Malta,$387.51,1 Player
Wolfenstein Enemy Territory,18.,Turkey,$322.36,1 Player
Wolfenstein Enemy Territory,19.,Ireland,$258.68,1 Player
Wolfenstein Enemy Territory,20.,Hungary,$158.45,2 Players
Wolfenstein Enemy Territory,21.,Denmark,$58.45,1 Player
Wolfenstein Enemy Territory,22.,Norway,$58.24,2 Players
Wolfenstein Enemy Territory,23.,France,$51.90,2 Players
Xonotic,1.,Netherlands,"$5,899.24",6 Players
Xonotic,2.,Serbia,"$2,503.14",5 Players
Xonotic,3.,Germany,"$2,077.37",25 Players
Xonotic,4.,Finland,"$1,237.53",5 Players
Xonotic,5.,Slovakia,"$1,049.05",3 Players
Xonotic,6.,United Kingdom,$888.35,6 Players
Xonotic,7.,Russian Federation,$464.48,15 Players
Xonotic,8.,Poland,$278.91,5 Players
Xonotic,9.,United States,$181.69,13 Players
Xonotic,10.,Italy,$131.86,8 Players
Xonotic,11.,France,$39.95,3 Players
Xonotic,12.,Ukraine,$35.22,3 Players
Xonotic,13.,South Africa,$32.62,1 Player
Xonotic,14.,Sweden,$32.20,4 Players
Xonotic,15.,Australia,$30.00,1 Player
Xonotic,16.,Norway,$27.29,1 Player
Xonotic,17.,Spain,$23.37,3 Players
Xonotic,18.,Czech Republic,$2.78,4 Players
Xonotic,19.,Canada,$0.00,1 Player
Xonotic,20.,Croatia,$0.00,1 Player
Xonotic,21.,Hungary,$0.00,1 Player
Xonotic,22.,Israel,$0.00,1 Player
Zombieland VR Headshot Fever,1.,United States,"$7,500.00",2 Players
Zombieland VR Headshot Fever,2.,United Kingdom,"$1,500.00",1 Player
Zombieland VR Headshot Fever,3.,Israel,"$1,000.00",1 Player
Zula,1.,Poland,"$65,000.00",5 Players
Zula,2.,Turkey,"$30,000.00",10 Players
Zula,3.,Brazil,"$5,000.00",5 Players
